Name,Coefficient
Intercept,-476517459867450.56
erster_monat_kohorte_fg,46.645
monat_monat_10,-278021841633010.97
monat_monat_11,-278021841633010.9
monat_monat_12,3.548
monat_monat_2,-0.521
monat_monat_3,476517459867501.06
monat_monat_4,476517459867499.94
monat_monat_5,476517459867499.2
monat_monat_6,219789531947148.4
monat_monat_7,219789531947148.3
monat_monat_8,219789531947145.84
monat_monat_9,-278021841633012.7
monat_jahreszeit_Herbst,754539301500512.2
monat_jahreszeit_Sommer,256727927920349.7
monat_jahreszeit_Winter,476517459867499.9
kohorte_jahreszeit_Herbst,7.891
kohorte_jahreszeit_Sommer,7.223
kohorte_jahreszeit_Winter,-0.578
