Name,Coefficient
Intercept,56.899
monate_seit_einfuehrung_programm_kohorte,-0.293
rabatt_indexiert,0.01
kohorte_monat_1,-3.589
kohorte_monat_10,-0.372
kohorte_monat_11,-2.315
kohorte_monat_12,-5.044
kohorte_monat_2,-4.087
kohorte_monat_3,-2.708
kohorte_monat_4,-0.925
kohorte_monat_5,0.362
kohorte_monat_6,-2.611
kohorte_monat_7,-0.706
kohorte_monat_8,12.875
kohorte_monat_9,9.12
monat_jahreszeit_Frühling,0.462
monat_jahreszeit_Herbst,0.583
monat_jahreszeit_Sommer,-1.863
monat_jahreszeit_Winter,0.818
