Name,Coefficient
Intercept,54.538
monate_seit_einfuehrung_programm_kohorte,-0.362
monat_monat_10,1.39
monat_monat_11,0.488
monat_monat_12,3.069
monat_monat_2,1.501
monat_monat_3,2.128
monat_monat_4,0.192
monat_monat_5,-0.553
monat_monat_6,-0.013
monat_monat_7,-0.022
monat_monat_8,-1.411
monat_monat_9,-1.392
kohorte_monat_10,8.63
kohorte_monat_11,1.564
kohorte_monat_12,-1.294
kohorte_monat_2,-0.366
kohorte_monat_3,0.709
kohorte_monat_4,2.676
kohorte_monat_5,4.11
kohorte_monat_6,0.977
kohorte_monat_7,3.016
kohorte_monat_8,15.904
kohorte_monat_9,12.797
monat_jahreszeit_Herbst,0.487
monat_jahreszeit_Sommer,-1.446
monat_jahreszeit_Winter,-0.807
