Name,Coefficient
Intercept,254445270.744
erster_monat_kohorte_fg,0.722
monate_seit_einfuehrung_programm_kohorte,-0.01
rabatt_indexiert,0.0
monat_monat_10,685003158.87
monat_monat_11,685003158.884
monat_monat_12,0.045
monat_monat_2,0.027
monat_monat_3,-254445266.743
monat_monat_4,-254445266.762
monat_monat_5,-254445266.775
monat_monat_6,-88321939.929
monat_monat_7,-88321939.939
monat_monat_8,-88321939.979
monat_monat_9,685003158.828
kohorte_monat_10,0.055
kohorte_monat_11,0.022
kohorte_monat_12,-0.03
kohorte_monat_2,-0.011
kohorte_monat_3,-0.004
kohorte_monat_4,0.027
kohorte_monat_5,0.055
kohorte_monat_6,0.01
kohorte_monat_7,0.012
kohorte_monat_8,0.215
kohorte_monat_9,0.181
monat_jahreszeit_Herbst,-939448425.642
monat_jahreszeit_Sommer,-166123326.848
monat_jahreszeit_Winter,-254445266.776
