Name,Coefficient
Intercept,57.219
erster_monat_kohorte_fg,51.006
monate_seit_einfuehrung_programm_kohorte,-0.597
monat_monat_10,0.267
monat_monat_11,1.421
monat_monat_12,3.005
monat_monat_2,1.564
monat_monat_3,1.506
monat_monat_4,0.432
monat_monat_5,-0.189
monat_monat_6,0.773
monat_monat_7,0.288
monat_monat_8,-1.938
monat_monat_9,-2.032
kohorte_monat_10,1.636
kohorte_monat_11,-4.434
kohorte_monat_12,-1.355
kohorte_monat_2,-0.371
kohorte_monat_3,-2.607
kohorte_monat_4,-0.846
kohorte_monat_5,0.608
kohorte_monat_6,-3.687
kohorte_monat_7,-3.523
kohorte_monat_8,9.273
kohorte_monat_9,6.018
monat_jahreszeit_Herbst,-0.344
monat_jahreszeit_Sommer,-0.877
monat_jahreszeit_Winter,-0.528
kohorte_jahreszeit_Herbst,3.22
kohorte_jahreszeit_Sommer,2.063
kohorte_jahreszeit_Winter,-2.437
