Name,Coefficient
Intercept,57.053
erster_monat_kohorte_fg,51.454
monate_seit_einfuehrung_programm_kohorte,-0.666
monat_monat_10,0.658
monat_monat_11,1.077
monat_monat_12,3.087
monat_monat_2,0.819
monat_monat_3,1.331
monat_monat_4,0.299
monat_monat_5,-0.163
monat_monat_6,0.612
monat_monat_7,0.206
monat_monat_8,-1.983
monat_monat_9,-1.737
monat_jahreszeit_Herbst,-0.002
monat_jahreszeit_Sommer,-1.166
monat_jahreszeit_Winter,-0.298
kohorte_jahreszeit_Herbst,5.11
kohorte_jahreszeit_Sommer,5.463
kohorte_jahreszeit_Winter,-2.086
