Name,Coefficient
Intercept,56.627
erster_monat_kohorte_fg,50.659
monate_seit_einfuehrung_programm_kohorte,-0.54
rabatt_indexiert,0.008
kohorte_monat_1,-0.236
kohorte_monat_10,-1.619
kohorte_monat_11,-3.591
kohorte_monat_12,-1.709
kohorte_monat_2,-0.674
kohorte_monat_3,-1.848
kohorte_monat_4,-0.287
kohorte_monat_5,1.13
kohorte_monat_6,-3.852
kohorte_monat_7,-3.791
kohorte_monat_8,9.497
kohorte_monat_9,6.981
monat_jahreszeit_Frühling,0.519
monat_jahreszeit_Herbst,-0.466
monat_jahreszeit_Sommer,-1.144
monat_jahreszeit_Winter,1.091
kohorte_jahreszeit_Frühling,-1.005
kohorte_jahreszeit_Herbst,1.771
kohorte_jahreszeit_Sommer,1.853
kohorte_jahreszeit_Winter,-2.619
