Name,Coefficient
Intercept,58.377
erster_monat_kohorte_fg,51.269
monate_seit_einfuehrung_programm_kohorte,-0.632
rabatt_indexiert,0.005
monat_monat_1,-0.941
monat_monat_10,0.73
monat_monat_11,0.872
monat_monat_12,1.896
monat_monat_2,-0.161
monat_monat_3,0.936
monat_monat_4,-0.096
monat_monat_5,-0.473
monat_monat_6,0.579
monat_monat_7,0.212
monat_monat_8,-1.941
monat_monat_9,-1.612
monat_jahreszeit_Frühling,0.367
monat_jahreszeit_Herbst,-0.01
monat_jahreszeit_Sommer,-1.151
monat_jahreszeit_Winter,0.794
kohorte_jahreszeit_Frühling,-1.898
kohorte_jahreszeit_Herbst,2.252
kohorte_jahreszeit_Sommer,3.677
kohorte_jahreszeit_Winter,-4.031
