Name,Coefficient
Intercept,58.311
monate_seit_einfuehrung_programm_kohorte,-0.363
kohorte_monat_10,2.04
kohorte_monat_11,-5.056
kohorte_monat_12,-1.25
kohorte_monat_2,-0.418
kohorte_monat_3,-2.527
kohorte_monat_4,-0.628
kohorte_monat_5,0.701
kohorte_monat_6,-4.751
kohorte_monat_7,-2.798
kohorte_monat_8,10.043
kohorte_monat_9,6.317
monat_jahreszeit_Herbst,0.148
monat_jahreszeit_Sommer,-2.389
monat_jahreszeit_Winter,0.291
kohorte_jahreszeit_Herbst,3.301
kohorte_jahreszeit_Sommer,2.495
kohorte_jahreszeit_Winter,-3.341
