Name,Coefficient
Intercept,58.805
monate_seit_einfuehrung_programm_kohorte,-0.389
rabatt_indexiert,0.007
monat_monat_1,-0.963
monat_monat_10,1.857
monat_monat_11,-0.165
monat_monat_12,1.9
monat_monat_2,-0.348
monat_monat_3,1.507
monat_monat_4,-0.327
monat_monat_5,-0.833
monat_monat_6,-0.287
monat_monat_7,-0.079
monat_monat_8,-1.381
monat_monat_9,-0.882
monat_jahreszeit_Frühling,0.348
monat_jahreszeit_Herbst,0.81
monat_jahreszeit_Sommer,-1.748
monat_jahreszeit_Winter,0.59
kohorte_jahreszeit_Frühling,-1.682
kohorte_jahreszeit_Herbst,2.018
kohorte_jahreszeit_Sommer,4.489
kohorte_jahreszeit_Winter,-4.826
