Name,Coefficient
Intercept,386965001.462
erster_monat_kohorte_fg,0.722
monate_seit_einfuehrung_programm_kohorte,-0.01
rabatt_indexiert,0.0
monat_monat_10,330618909.171
monat_monat_11,330618909.185
monat_monat_12,0.045
monat_monat_2,0.027
monat_monat_3,-54756024.456
monat_monat_4,-54756024.476
monat_monat_5,-54756024.488
monat_monat_6,-42162923.005
monat_monat_7,-42162923.015
monat_monat_8,-42162923.055
monat_monat_9,330618909.129
kohorte_monat_10,-16983950.583
kohorte_monat_11,-16983950.616
kohorte_monat_12,-0.03
kohorte_monat_2,-0.011
kohorte_monat_3,-332208973.008
kohorte_monat_4,-332208972.977
kohorte_monat_5,-332208972.949
kohorte_monat_6,-174143184.213
kohorte_monat_7,-174143184.21
kohorte_monat_8,-174143184.008
kohorte_monat_9,-16983950.457
monat_jahreszeit_Herbst,-385374933.657
monat_jahreszeit_Sommer,-12593101.485
monat_jahreszeit_Winter,-54756024.49
kohorte_jahreszeit_Herbst,-315225022.365
kohorte_jahreszeit_Sommer,-158065788.781
kohorte_jahreszeit_Winter,-332208973.004
