Name,Coefficient
Intercept,3.99
erster_monat_kohorte_fg,0.723
monate_seit_einfuehrung_programm_kohorte,-0.01
rabatt_indexiert,0.013
kohorte_monat_10,0.019
kohorte_monat_11,-0.067
kohorte_monat_12,-0.031
kohorte_monat_2,-0.01
kohorte_monat_3,-0.042
kohorte_monat_4,-0.011
kohorte_monat_5,0.017
kohorte_monat_6,-0.06
kohorte_monat_7,-0.058
kohorte_monat_8,0.151
kohorte_monat_9,0.093
monat_jahreszeit_Herbst,-0.02
monat_jahreszeit_Sommer,-0.035
monat_jahreszeit_Winter,0.008
kohorte_jahreszeit_Herbst,0.046
kohorte_jahreszeit_Sommer,0.032
kohorte_jahreszeit_Winter,-0.042
