Name,Coefficient
Intercept,-1727134642437.682
erster_monat_kohorte_fg,0.655
monat_monat_10,-4439650213340.961
monat_monat_11,-4439650213340.94
monat_monat_12,0.063
monat_monat_2,0.026
monat_monat_3,1727134642441.6
monat_monat_4,1727134642441.576
monat_monat_5,1727134642441.561
monat_monat_6,4416987819868.52
monat_monat_7,4416987819868.51
monat_monat_8,4416987819868.467
monat_monat_9,-4439650213341.004
kohorte_monat_10,0.149
kohorte_monat_11,0.04
kohorte_monat_12,-0.023
kohorte_monat_2,-0.028
kohorte_monat_3,-0.016
kohorte_monat_4,-0.001
kohorte_monat_5,0.018
kohorte_monat_6,-0.019
kohorte_monat_7,-0.022
kohorte_monat_8,0.248
kohorte_monat_9,0.203
monat_jahreszeit_Herbst,6166784855782.545
monat_jahreszeit_Sommer,-2689853177426.968
monat_jahreszeit_Winter,1727134642441.565
