Name,Coefficient
Intercept,57.938
erster_monat_kohorte_fg,50.944
monate_seit_einfuehrung_programm_kohorte,-0.603
kohorte_monat_1,-0.376
kohorte_monat_10,1.408
kohorte_monat_11,-4.652
kohorte_monat_12,-1.607
kohorte_monat_2,-0.799
kohorte_monat_3,-2.044
kohorte_monat_4,-0.424
kohorte_monat_5,1.141
kohorte_monat_6,-3.853
kohorte_monat_7,-3.749
kohorte_monat_8,9.012
kohorte_monat_9,5.944
kohorte_jahreszeit_Frühling,-1.327
kohorte_jahreszeit_Herbst,2.7
kohorte_jahreszeit_Sommer,1.409
kohorte_jahreszeit_Winter,-2.782
