Name,Coefficient
Intercept,54.254
erster_monat_kohorte_fg,51.006
monate_seit_einfuehrung_programm_kohorte,-0.597
monat_monat_10,0.451
monat_monat_11,1.605
monat_monat_12,3.005
monat_monat_2,1.564
monat_monat_3,2.034
monat_monat_4,0.96
monat_monat_5,0.339
monat_monat_6,0.423
monat_monat_7,-0.061
monat_monat_8,-2.287
monat_monat_9,-1.848
kohorte_monat_10,7.294
kohorte_monat_11,1.224
kohorte_monat_12,-1.355
kohorte_monat_2,-0.371
kohorte_monat_3,-0.17
kohorte_monat_4,1.591
kohorte_monat_5,3.045
kohorte_monat_6,0.813
kohorte_monat_7,0.977
kohorte_monat_8,13.772
kohorte_monat_9,11.675
