Name,Coefficient
Intercept,53.601
rabatt_indexiert,0.013
monat_monat_1,-0.486
monat_monat_10,2.32
monat_monat_11,0.625
monat_monat_12,2.301
monat_monat_2,0.809
monat_monat_3,1.801
monat_monat_4,0.066
monat_monat_5,-0.485
monat_monat_6,-1.975
monat_monat_7,-1.67
monat_monat_8,-3.038
monat_monat_9,-0.269
kohorte_monat_1,-0.241
kohorte_monat_10,-2.914
kohorte_monat_11,-3.415
kohorte_monat_12,-1.654
kohorte_monat_2,-1.122
kohorte_monat_3,-1.643
kohorte_monat_4,-0.305
kohorte_monat_5,0.839
kohorte_monat_6,-5.674
kohorte_monat_7,-3.86
kohorte_monat_8,11.988
kohorte_monat_9,8.001
kohorte_jahreszeit_Frühling,-1.109
kohorte_jahreszeit_Herbst,1.672
kohorte_jahreszeit_Sommer,2.454
kohorte_jahreszeit_Winter,-3.017
