Name,Coefficient
Intercept,59.159
erster_monat_kohorte_fg,51.454
monate_seit_einfuehrung_programm_kohorte,-0.666
monat_monat_1,-1.047
monat_monat_10,0.662
monat_monat_11,1.081
monat_monat_12,2.04
monat_monat_2,-0.228
monat_monat_3,0.968
monat_monat_4,-0.064
monat_monat_5,-0.526
monat_monat_6,0.616
monat_monat_7,0.21
monat_monat_8,-1.979
monat_monat_9,-1.733
monat_jahreszeit_Frühling,0.379
monat_jahreszeit_Herbst,0.01
monat_jahreszeit_Sommer,-1.153
monat_jahreszeit_Winter,0.765
kohorte_jahreszeit_Frühling,-2.122
kohorte_jahreszeit_Herbst,2.988
kohorte_jahreszeit_Sommer,3.342
kohorte_jahreszeit_Winter,-4.208
