Name,Coefficient
Intercept,50.672
erster_monat_kohorte_fg,47.507
rabatt_indexiert,0.014
monat_monat_1,-0.172
monat_monat_10,0.767
monat_monat_11,0.837
monat_monat_12,2.789
monat_monat_2,1.1
monat_monat_3,1.192
monat_monat_4,0.207
monat_monat_5,-0.156
monat_monat_6,-0.996
monat_monat_7,-1.025
monat_monat_8,-3.297
monat_monat_9,-1.245
kohorte_monat_1,0.075
kohorte_monat_10,-3.364
kohorte_monat_11,-2.756
kohorte_monat_12,-1.303
kohorte_monat_2,-1.154
kohorte_monat_3,-1.344
kohorte_monat_4,-0.566
kohorte_monat_5,0.389
kohorte_monat_6,-5.088
kohorte_monat_7,-5.161
kohorte_monat_8,12.254
kohorte_monat_9,8.017
kohorte_jahreszeit_Frühling,-1.521
kohorte_jahreszeit_Herbst,1.898
kohorte_jahreszeit_Sommer,2.004
kohorte_jahreszeit_Winter,-2.381
