Name,Coefficient
Intercept,11859614207.185
erster_monat_kohorte_fg,0.726
monate_seit_einfuehrung_programm_kohorte,-0.01
rabatt_indexiert,0.009
monat_monat_10,0.003
monat_monat_11,0.023
monat_monat_12,0.048
monat_monat_2,0.025
monat_monat_3,0.036
monat_monat_4,0.015
monat_monat_5,0.003
monat_monat_6,0.002
monat_monat_7,-0.009
monat_monat_8,-0.049
monat_monat_9,-0.037
kohorte_monat_10,2231855385.311
kohorte_monat_11,2231855385.22
kohorte_monat_12,-0.03
kohorte_monat_2,-0.01
kohorte_monat_3,-11859614203.238
kohorte_monat_4,-11859614203.206
kohorte_monat_5,-11859614203.178
kohorte_monat_6,-8453786327.882
kohorte_monat_7,-8453786327.878
kohorte_monat_8,-8453786327.674
kohorte_monat_9,2231855385.378
kohorte_jahreszeit_Herbst,-14091469588.434
kohorte_jahreszeit_Sommer,-3405827875.343
kohorte_jahreszeit_Winter,-11859614203.236
