Name,Coefficient
Intercept,58.428
erster_monat_kohorte_fg,51.756
monate_seit_einfuehrung_programm_kohorte,-0.654
rabatt_indexiert,0.006
monat_monat_1,-0.651
monat_monat_10,0.925
monat_monat_11,0.815
monat_monat_12,2.08
monat_monat_2,-0.709
monat_monat_3,0.977
monat_monat_4,-0.171
monat_monat_5,-0.667
monat_monat_6,0.635
monat_monat_7,0.297
monat_monat_8,-1.964
monat_monat_9,-1.567
monat_jahreszeit_Frühling,0.139
monat_jahreszeit_Herbst,0.173
monat_jahreszeit_Sommer,-1.032
monat_jahreszeit_Winter,0.72
