Name,Coefficient
Intercept,3.976
monate_seit_einfuehrung_programm_kohorte,-0.007
rabatt_indexiert,0.014
monat_monat_10,0.034
monat_monat_11,0.023
monat_monat_12,0.047
monat_monat_2,0.023
monat_monat_3,0.048
monat_monat_4,0.014
monat_monat_5,0.001
monat_monat_6,-0.014
monat_monat_7,-0.018
monat_monat_8,-0.045
monat_monat_9,-0.013
kohorte_monat_10,0.025
kohorte_monat_11,-0.074
kohorte_monat_12,-0.031
kohorte_monat_2,-0.01
kohorte_monat_3,-0.043
kohorte_monat_4,-0.008
kohorte_monat_5,0.021
kohorte_monat_6,-0.078
kohorte_monat_7,-0.048
kohorte_monat_8,0.165
kohorte_monat_9,0.095
kohorte_jahreszeit_Herbst,0.045
kohorte_jahreszeit_Sommer,0.039
kohorte_jahreszeit_Winter,-0.054
