Name,Coefficient
Intercept,50.179
erster_monat_kohorte_fg,47.441
rabatt_indexiert,0.014
kohorte_monat_10,-3.298
kohorte_monat_11,-2.548
kohorte_monat_12,-1.337
kohorte_monat_2,-1.231
kohorte_monat_3,-1.973
kohorte_monat_4,-1.264
kohorte_monat_5,-0.348
kohorte_monat_6,-4.833
kohorte_monat_7,-4.949
kohorte_monat_8,12.406
kohorte_monat_9,8.345
monat_jahreszeit_Herbst,-0.253
monat_jahreszeit_Sommer,-2.138
monat_jahreszeit_Winter,0.921
kohorte_jahreszeit_Herbst,2.498
kohorte_jahreszeit_Sommer,2.624
kohorte_jahreszeit_Winter,-1.537
