Name,Coefficient
Intercept,53.601
rabatt_indexiert,0.013
monat_monat_1,-0.486
monat_monat_10,2.32
monat_monat_11,0.625
monat_monat_12,2.301
monat_monat_2,0.809
monat_monat_3,1.801
monat_monat_4,0.066
monat_monat_5,-0.485
monat_monat_6,-1.975
monat_monat_7,-1.67
monat_monat_8,-3.038
monat_monat_9,-0.269
kohorte_monat_1,-3.258
kohorte_monat_10,-1.242
kohorte_monat_11,-1.742
kohorte_monat_12,-4.67
kohorte_monat_2,-4.138
kohorte_monat_3,-2.752
kohorte_monat_4,-1.414
kohorte_monat_5,-0.27
kohorte_monat_6,-3.221
kohorte_monat_7,-1.407
kohorte_monat_8,14.442
kohorte_monat_9,9.673
