Name,Coefficient
Intercept,53.601
rabatt_indexiert,0.013
monat_monat_1,-1.142
monat_monat_10,1.651
monat_monat_11,-0.044
monat_monat_12,1.645
monat_monat_2,0.153
monat_monat_3,1.456
monat_monat_4,-0.279
monat_monat_5,-0.831
monat_monat_6,-0.304
monat_monat_7,0.001
monat_monat_8,-1.367
monat_monat_9,-0.938
kohorte_monat_1,-3.258
kohorte_monat_10,-1.242
kohorte_monat_11,-1.742
kohorte_monat_12,-4.67
kohorte_monat_2,-4.138
kohorte_monat_3,-2.752
kohorte_monat_4,-1.414
kohorte_monat_5,-0.27
kohorte_monat_6,-3.221
kohorte_monat_7,-1.407
kohorte_monat_8,14.442
kohorte_monat_9,9.673
monat_jahreszeit_Frühling,0.346
monat_jahreszeit_Herbst,0.669
monat_jahreszeit_Sommer,-1.671
monat_jahreszeit_Winter,0.656
