Name,Coefficient
Intercept,57.977
erster_monat_kohorte_fg,51.006
monate_seit_einfuehrung_programm_kohorte,-0.597
monat_monat_1,-0.515
monat_monat_10,-0.065
monat_monat_11,1.09
monat_monat_12,2.489
monat_monat_2,1.048
monat_monat_3,1.519
monat_monat_4,0.445
monat_monat_5,-0.176
monat_monat_6,-0.092
monat_monat_7,-0.577
monat_monat_8,-2.803
monat_monat_9,-2.363
kohorte_monat_1,-3.208
kohorte_monat_10,4.086
kohorte_monat_11,-1.984
kohorte_monat_12,-4.563
kohorte_monat_2,-3.579
kohorte_monat_3,-3.378
kohorte_monat_4,-1.617
kohorte_monat_5,-0.163
kohorte_monat_6,-2.395
kohorte_monat_7,-2.231
kohorte_monat_8,10.564
kohorte_monat_9,8.467
