Name,Coefficient
Intercept,52.467
rabatt_indexiert,0.013
monat_monat_10,2.806
monat_monat_11,1.111
monat_monat_12,2.787
monat_monat_2,1.294
monat_monat_3,2.287
monat_monat_4,0.552
monat_monat_5,0.0
monat_monat_6,-1.489
monat_monat_7,-1.184
monat_monat_8,-2.552
monat_monat_9,0.216
kohorte_monat_10,-2.752
kohorte_monat_11,-3.252
kohorte_monat_12,-1.412
kohorte_monat_2,-0.881
kohorte_monat_3,-2.104
kohorte_monat_4,-0.765
kohorte_monat_5,0.378
kohorte_monat_6,-5.512
kohorte_monat_7,-3.698
kohorte_monat_8,12.15
kohorte_monat_9,8.163
kohorte_jahreszeit_Herbst,2.159
kohorte_jahreszeit_Sommer,2.94
kohorte_jahreszeit_Winter,-2.609
