Name,Coefficient
Intercept,-10180933899653.938
kohorte_monat_10,6362412297616.845
kohorte_monat_11,6362412297616.715
kohorte_monat_12,-0.04
kohorte_monat_2,-0.017
kohorte_monat_3,10180933899657.865
kohorte_monat_4,10180933899657.877
kohorte_monat_5,10180933899657.914
kohorte_monat_6,506981166057.042
kohorte_monat_7,506981166057.068
kohorte_monat_8,506981166057.32
kohorte_monat_9,6362412297616.885
monat_jahreszeit_Herbst,0.008
monat_jahreszeit_Sommer,-0.052
monat_jahreszeit_Winter,0.013
kohorte_jahreszeit_Herbst,3818521602041.186
kohorte_jahreszeit_Sommer,9673952733600.81
kohorte_jahreszeit_Winter,10180933899657.85
