Name,Coefficient
Intercept,49.858
rabatt_indexiert,0.013
monat_monat_10,2.806
monat_monat_11,1.111
monat_monat_12,2.787
monat_monat_2,1.294
monat_monat_3,2.287
monat_monat_4,0.552
monat_monat_5,0.0
monat_monat_6,-1.489
monat_monat_7,-1.184
monat_monat_8,-2.552
monat_monat_9,0.216
kohorte_monat_10,2.016
kohorte_monat_11,1.515
kohorte_monat_12,-1.412
kohorte_monat_2,-0.881
kohorte_monat_3,0.505
kohorte_monat_4,1.844
kohorte_monat_5,2.987
kohorte_monat_6,0.037
kohorte_monat_7,1.851
kohorte_monat_8,17.699
kohorte_monat_9,12.931
