Name,Coefficient
Intercept,50.672
erster_monat_kohorte_fg,47.507
rabatt_indexiert,0.014
monat_monat_1,-0.172
monat_monat_10,0.767
monat_monat_11,0.837
monat_monat_12,2.789
monat_monat_2,1.1
monat_monat_3,1.192
monat_monat_4,0.207
monat_monat_5,-0.156
monat_monat_6,-0.996
monat_monat_7,-1.025
monat_monat_8,-3.297
monat_monat_9,-1.245
kohorte_monat_1,-2.307
kohorte_monat_10,-1.466
kohorte_monat_11,-0.858
kohorte_monat_12,-3.684
kohorte_monat_2,-3.535
kohorte_monat_3,-2.864
kohorte_monat_4,-2.087
kohorte_monat_5,-1.132
kohorte_monat_6,-3.083
kohorte_monat_7,-3.157
kohorte_monat_8,14.258
kohorte_monat_9,9.915
