Name,Coefficient
Intercept,58.605
monate_seit_einfuehrung_programm_kohorte,-0.362
monat_monat_1,-0.814
monat_monat_10,1.87
monat_monat_11,0.969
monat_monat_12,2.255
monat_monat_2,0.687
monat_monat_3,2.121
monat_monat_4,0.185
monat_monat_5,-0.56
monat_monat_6,-1.465
monat_monat_7,-1.474
monat_monat_8,-2.863
monat_monat_9,-0.911
kohorte_monat_1,-4.06
kohorte_monat_10,4.57
kohorte_monat_11,-2.496
kohorte_monat_12,-5.354
kohorte_monat_2,-4.426
kohorte_monat_3,-3.351
kohorte_monat_4,-1.385
kohorte_monat_5,0.05
kohorte_monat_6,-3.083
kohorte_monat_7,-1.044
kohorte_monat_8,11.844
kohorte_monat_9,8.736
