Name,Coefficient
Intercept,4.023
monate_seit_einfuehrung_programm_kohorte,-0.006
rabatt_indexiert,0.0
kohorte_monat_10,-0.027
kohorte_monat_11,-0.056
kohorte_monat_12,-0.03
kohorte_monat_2,-0.012
kohorte_monat_3,-0.038
kohorte_monat_4,-0.006
kohorte_monat_5,0.02
kohorte_monat_6,-0.074
kohorte_monat_7,-0.047
kohorte_monat_8,0.159
kohorte_monat_9,0.117
monat_jahreszeit_Herbst,-0.004
monat_jahreszeit_Sommer,-0.045
monat_jahreszeit_Winter,0.007
kohorte_jahreszeit_Herbst,0.034
kohorte_jahreszeit_Sommer,0.039
kohorte_jahreszeit_Winter,-0.048
