Name,Coefficient
Intercept,-581967123466443.5
kohorte_monat_10,309342802262550.44
kohorte_monat_11,309342802262542.5
kohorte_monat_12,-2.266
kohorte_monat_2,-0.764
kohorte_monat_3,581967123466495.5
kohorte_monat_4,581967123466496.2
kohorte_monat_5,581967123466498.2
kohorte_monat_6,262860837180568.7
kohorte_monat_7,262860837180570.34
kohorte_monat_8,262860837180586.2
kohorte_monat_9,309342802262554.25
monat_jahreszeit_Herbst,0.833
monat_jahreszeit_Sommer,-2.714
monat_jahreszeit_Winter,0.473
kohorte_jahreszeit_Herbst,272624321203954.1
kohorte_jahreszeit_Sommer,319106286285926.06
kohorte_jahreszeit_Winter,581967123466494.4
