Name,Coefficient
Intercept,57.043
monate_seit_einfuehrung_programm_kohorte,-0.362
monat_monat_10,2.683
monat_monat_11,1.782
monat_monat_12,3.069
monat_monat_2,1.501
monat_monat_3,2.935
monat_monat_4,0.999
monat_monat_5,0.254
monat_monat_6,-0.651
monat_monat_7,-0.661
monat_monat_8,-2.049
monat_monat_9,-0.098
kohorte_monat_10,2.054
kohorte_monat_11,-5.012
kohorte_monat_12,-1.294
kohorte_monat_2,-0.366
kohorte_monat_3,-2.603
kohorte_monat_4,-0.637
kohorte_monat_5,0.798
kohorte_monat_6,-4.825
kohorte_monat_7,-2.786
kohorte_monat_8,10.102
kohorte_monat_9,6.221
kohorte_jahreszeit_Herbst,3.264
kohorte_jahreszeit_Sommer,2.49
kohorte_jahreszeit_Winter,-3.312
