Name,Coefficient
Intercept,59.882
monate_seit_einfuehrung_programm_kohorte,-0.435
monat_monat_1,-1.109
monat_monat_10,1.769
monat_monat_11,0.117
monat_monat_12,2.099
monat_monat_2,-0.442
monat_monat_3,1.555
monat_monat_4,-0.284
monat_monat_5,-0.907
monat_monat_6,-0.24
monat_monat_7,-0.084
monat_monat_8,-1.431
monat_monat_9,-1.045
monat_jahreszeit_Frühling,0.364
monat_jahreszeit_Herbst,0.842
monat_jahreszeit_Sommer,-1.755
monat_jahreszeit_Winter,0.549
kohorte_jahreszeit_Frühling,-1.989
kohorte_jahreszeit_Herbst,3.03
kohorte_jahreszeit_Sommer,4.032
kohorte_jahreszeit_Winter,-5.073
