Name,Coefficient
Intercept,48.568
erster_monat_kohorte_fg,47.349
monat_monat_10,1.208
monat_monat_11,1.899
monat_monat_12,3.726
monat_monat_2,1.356
monat_monat_3,1.95
monat_monat_4,0.631
monat_monat_5,0.185
monat_monat_6,-0.499
monat_monat_7,-0.683
monat_monat_8,-3.21
monat_monat_9,-0.782
kohorte_monat_10,8.56
kohorte_monat_11,1.979
kohorte_monat_12,-1.068
kohorte_monat_2,-1.287
kohorte_monat_3,-0.784
kohorte_monat_4,0.016
kohorte_monat_5,0.916
kohorte_monat_6,-0.947
kohorte_monat_7,-1.026
kohorte_monat_8,16.121
kohorte_monat_9,12.706
