Name,Coefficient
Intercept,57.85
monate_seit_einfuehrung_programm_kohorte,-0.362
monat_monat_10,1.39
monat_monat_11,0.488
monat_monat_12,3.069
monat_monat_2,1.501
monat_monat_3,2.128
monat_monat_4,0.192
monat_monat_5,-0.553
monat_monat_6,-0.013
monat_monat_7,-0.022
monat_monat_8,-1.411
monat_monat_9,-1.392
kohorte_monat_10,2.054
kohorte_monat_11,-5.012
kohorte_monat_12,-1.294
kohorte_monat_2,-0.366
kohorte_monat_3,-2.603
kohorte_monat_4,-0.637
kohorte_monat_5,0.798
kohorte_monat_6,-4.825
kohorte_monat_7,-2.786
kohorte_monat_8,10.102
kohorte_monat_9,6.221
monat_jahreszeit_Herbst,0.487
monat_jahreszeit_Sommer,-1.446
monat_jahreszeit_Winter,-0.807
kohorte_jahreszeit_Herbst,3.264
kohorte_jahreszeit_Sommer,2.49
kohorte_jahreszeit_Winter,-3.312
