Name,Coefficient
Intercept,1386773932302205.8
monat_monat_1,-546199694617062.9
monat_monat_10,-546199694617062.5
monat_monat_11,-546199694617063.1
monat_monat_12,-546199694617060.6
monat_monat_2,-546199694617063.3
monat_monat_3,-546199694617060.1
monat_monat_4,-546199694617063.25
monat_monat_5,-546199694617062.94
monat_monat_6,-546199694617064.2
monat_monat_7,-546199694617065.1
monat_monat_8,-546199694617066.5
monat_monat_9,-546199694617063.56
kohorte_monat_1,-840574237685091.4
kohorte_monat_10,-840574237685081.9
kohorte_monat_11,-840574237685089.5
kohorte_monat_12,-840574237685092.5
kohorte_monat_2,-840574237685092.1
kohorte_monat_3,-840574237685090.8
kohorte_monat_4,-840574237685089.8
kohorte_monat_5,-840574237685088.4
kohorte_monat_6,-840574237685092.2
kohorte_monat_7,-840574237685090.0
kohorte_monat_8,-840574237685074.5
kohorte_monat_9,-840574237685078.2
