Name,Coefficient
Intercept,3.881
erster_monat_kohorte_fg,0.662
monat_monat_10,0.019
monat_monat_11,0.032
monat_monat_12,0.064
monat_monat_2,0.024
monat_monat_3,0.038
monat_monat_4,0.011
monat_monat_5,0.0
monat_monat_6,-0.012
monat_monat_7,-0.019
monat_monat_8,-0.066
monat_monat_9,-0.018
kohorte_monat_10,0.15
kohorte_monat_11,0.039
kohorte_monat_12,-0.023
kohorte_monat_2,-0.026
kohorte_monat_3,-0.016
kohorte_monat_4,0.0
kohorte_monat_5,0.018
kohorte_monat_6,-0.02
kohorte_monat_7,-0.021
kohorte_monat_8,0.248
kohorte_monat_9,0.202
