Name,Coefficient
Intercept,13661106880280.086
erster_monat_kohorte_fg,0.662
monat_monat_10,-8371870261703.04
monat_monat_11,-8371870261703.018
monat_monat_12,0.068
monat_monat_2,0.02
monat_monat_3,1333988191491.009
monat_monat_4,1333988191490.974
monat_monat_5,1333988191490.947
monat_monat_6,-2254771401643.018
monat_monat_7,-2254771401643.016
monat_monat_8,-2254771401643.066
monat_monat_9,-8371870261703.098
kohorte_monat_10,-8175242177181.85
kohorte_monat_11,-8175242177181.972
kohorte_monat_12,-0.026
kohorte_monat_2,-0.013
kohorte_monat_3,-14995095071767.182
kohorte_monat_4,-14995095071767.174
kohorte_monat_5,-14995095071767.156
kohorte_monat_6,-3191691475455.044
kohorte_monat_7,-3191691475455.052
kohorte_monat_8,-3191691475454.78
kohorte_monat_9,-8175242177181.815
monat_jahreszeit_Herbst,9705858453194.04
monat_jahreszeit_Sommer,3588759593133.964
monat_jahreszeit_Winter,1333988191490.977
kohorte_jahreszeit_Herbst,-6819852894585.166
kohorte_jahreszeit_Sommer,-11803403596312.148
kohorte_jahreszeit_Winter,-14995095071767.172
