Name,Coefficient
Intercept,50.672
erster_monat_kohorte_fg,47.507
rabatt_indexiert,0.014
monat_monat_1,-1.101
monat_monat_10,0.677
monat_monat_11,0.747
monat_monat_12,1.86
monat_monat_2,0.171
monat_monat_3,0.881
monat_monat_4,-0.104
monat_monat_5,-0.467
monat_monat_6,0.333
monat_monat_7,0.305
monat_monat_8,-1.968
monat_monat_9,-1.335
kohorte_monat_1,0.075
kohorte_monat_10,-3.364
kohorte_monat_11,-2.756
kohorte_monat_12,-1.303
kohorte_monat_2,-1.154
kohorte_monat_3,-1.344
kohorte_monat_4,-0.566
kohorte_monat_5,0.389
kohorte_monat_6,-5.088
kohorte_monat_7,-5.161
kohorte_monat_8,12.254
kohorte_monat_9,8.017
monat_jahreszeit_Frühling,0.31
monat_jahreszeit_Herbst,0.09
monat_jahreszeit_Sommer,-1.329
monat_jahreszeit_Winter,0.929
kohorte_jahreszeit_Frühling,-1.521
kohorte_jahreszeit_Herbst,1.898
kohorte_jahreszeit_Sommer,2.004
kohorte_jahreszeit_Winter,-2.381
