Name,Coefficient
Intercept,3.968
erster_monat_kohorte_fg,0.722
monate_seit_einfuehrung_programm_kohorte,-0.01
rabatt_indexiert,0.0
monat_monat_10,0.004
monat_monat_11,0.018
monat_monat_12,0.045
monat_monat_2,0.027
monat_monat_3,0.033
monat_monat_4,0.014
monat_monat_5,0.001
monat_monat_6,-0.001
monat_monat_7,-0.011
monat_monat_8,-0.051
monat_monat_9,-0.038
kohorte_monat_10,0.055
kohorte_monat_11,0.022
kohorte_monat_12,-0.03
kohorte_monat_2,-0.011
kohorte_monat_3,-0.004
kohorte_monat_4,0.027
kohorte_monat_5,0.055
kohorte_monat_6,0.01
kohorte_monat_7,0.012
kohorte_monat_8,0.215
kohorte_monat_9,0.181
