Name,Coefficient
Intercept,54.575
rabatt_indexiert,0.01
monat_monat_1,-0.91
monat_monat_10,2.074
monat_monat_11,-0.45
monat_monat_12,2.206
monat_monat_2,-0.579
monat_monat_3,1.505
monat_monat_4,-0.44
monat_monat_5,-0.795
monat_monat_6,-0.495
monat_monat_7,-0.084
monat_monat_8,-1.563
monat_monat_9,-0.469
monat_jahreszeit_Frühling,0.269
monat_jahreszeit_Herbst,1.155
monat_jahreszeit_Sommer,-2.142
monat_jahreszeit_Winter,0.718
kohorte_jahreszeit_Frühling,-2.343
kohorte_jahreszeit_Herbst,2.214
kohorte_jahreszeit_Sommer,4.834
kohorte_jahreszeit_Winter,-4.705
