Name,Coefficient
Intercept,56.967
monate_seit_einfuehrung_programm_kohorte,-0.293
rabatt_indexiert,0.01
monat_monat_1,-0.589
monat_monat_10,1.98
monat_monat_11,0.597
monat_monat_12,2.023
monat_monat_2,0.829
monat_monat_3,1.916
monat_monat_4,0.192
monat_monat_5,-0.472
monat_monat_6,-1.572
monat_monat_7,-1.439
monat_monat_8,-2.688
monat_monat_9,-0.777
kohorte_monat_1,-3.58
kohorte_monat_10,-0.27
kohorte_monat_11,-2.304
kohorte_monat_12,-5.059
kohorte_monat_2,-4.012
kohorte_monat_3,-2.789
kohorte_monat_4,-0.953
kohorte_monat_5,0.456
kohorte_monat_6,-2.691
kohorte_monat_7,-0.689
kohorte_monat_8,12.902
kohorte_monat_9,8.989
