Name,Coefficient
Intercept,1921491533.963
erster_monat_kohorte_fg,0.722
monate_seit_einfuehrung_programm_kohorte,-0.01
rabatt_indexiert,0.0
monat_monat_10,0.004
monat_monat_11,0.018
monat_monat_12,0.045
monat_monat_2,0.027
monat_monat_3,0.033
monat_monat_4,0.014
monat_monat_5,0.001
monat_monat_6,-0.001
monat_monat_7,-0.011
monat_monat_8,-0.051
monat_monat_9,-0.038
kohorte_monat_10,679096587.976
kohorte_monat_11,679096587.943
kohorte_monat_12,-0.03
kohorte_monat_2,-0.011
kohorte_monat_3,-1921491529.999
kohorte_monat_4,-1921491529.968
kohorte_monat_5,-1921491529.94
kohorte_monat_6,-1753531123.201
kohorte_monat_7,-1753531123.198
kohorte_monat_8,-1753531122.995
kohorte_monat_9,679096588.102
kohorte_jahreszeit_Herbst,-2600588117.916
kohorte_jahreszeit_Sommer,-167960406.785
kohorte_jahreszeit_Winter,-1921491529.995
