Name,Coefficient
Intercept,58.576
monate_seit_einfuehrung_programm_kohorte,-0.363
kohorte_monat_1,-0.606
kohorte_monat_10,1.852
kohorte_monat_11,-5.244
kohorte_monat_12,-1.857
kohorte_monat_2,-1.025
kohorte_monat_3,-2.102
kohorte_monat_4,-0.203
kohorte_monat_5,1.126
kohorte_monat_6,-4.939
kohorte_monat_7,-2.986
kohorte_monat_8,9.855
kohorte_monat_9,6.129
monat_jahreszeit_Frühling,0.488
monat_jahreszeit_Herbst,0.635
monat_jahreszeit_Sommer,-1.902
monat_jahreszeit_Winter,0.779
kohorte_jahreszeit_Frühling,-1.179
kohorte_jahreszeit_Herbst,2.736
kohorte_jahreszeit_Sommer,1.93
kohorte_jahreszeit_Winter,-3.488
