Name,Coefficient
Intercept,53.601
rabatt_indexiert,0.013
monat_monat_1,-1.142
monat_monat_10,1.651
monat_monat_11,-0.044
monat_monat_12,1.645
monat_monat_2,0.153
monat_monat_3,1.456
monat_monat_4,-0.279
monat_monat_5,-0.831
monat_monat_6,-0.304
monat_monat_7,0.001
monat_monat_8,-1.367
monat_monat_9,-0.938
kohorte_monat_1,-0.241
kohorte_monat_10,-2.914
kohorte_monat_11,-3.415
kohorte_monat_12,-1.654
kohorte_monat_2,-1.122
kohorte_monat_3,-1.643
kohorte_monat_4,-0.305
kohorte_monat_5,0.839
kohorte_monat_6,-5.674
kohorte_monat_7,-3.86
kohorte_monat_8,11.988
kohorte_monat_9,8.001
monat_jahreszeit_Frühling,0.346
monat_jahreszeit_Herbst,0.669
monat_jahreszeit_Sommer,-1.671
monat_jahreszeit_Winter,0.656
kohorte_jahreszeit_Frühling,-1.109
kohorte_jahreszeit_Herbst,1.672
kohorte_jahreszeit_Sommer,2.454
kohorte_jahreszeit_Winter,-3.017
