Name,Coefficient
Intercept,58.605
monate_seit_einfuehrung_programm_kohorte,-0.362
monat_monat_1,-1.346
monat_monat_10,1.388
monat_monat_11,0.487
monat_monat_12,1.723
monat_monat_2,0.155
monat_monat_3,1.684
monat_monat_4,-0.252
monat_monat_5,-0.996
monat_monat_6,-0.014
monat_monat_7,-0.024
monat_monat_8,-1.412
monat_monat_9,-1.393
kohorte_monat_1,-0.6
kohorte_monat_10,1.867
kohorte_monat_11,-5.199
kohorte_monat_12,-1.894
kohorte_monat_2,-0.966
kohorte_monat_3,-2.18
kohorte_monat_4,-0.213
kohorte_monat_5,1.222
kohorte_monat_6,-5.012
kohorte_monat_7,-2.973
kohorte_monat_8,9.915
kohorte_monat_9,6.034
monat_jahreszeit_Frühling,0.437
monat_jahreszeit_Herbst,0.482
monat_jahreszeit_Sommer,-1.451
monat_jahreszeit_Winter,0.532
kohorte_jahreszeit_Frühling,-1.171
kohorte_jahreszeit_Herbst,2.703
kohorte_jahreszeit_Sommer,1.929
kohorte_jahreszeit_Winter,-3.46
