Name,Coefficient
Intercept,56.554
erster_monat_kohorte_fg,50.659
monate_seit_einfuehrung_programm_kohorte,-0.54
rabatt_indexiert,0.008
kohorte_monat_10,-1.471
kohorte_monat_11,-3.443
kohorte_monat_12,-1.472
kohorte_monat_2,-0.438
kohorte_monat_3,-2.261
kohorte_monat_4,-0.701
kohorte_monat_5,0.716
kohorte_monat_6,-3.704
kohorte_monat_7,-3.643
kohorte_monat_8,9.645
kohorte_monat_9,7.128
monat_jahreszeit_Herbst,-0.985
monat_jahreszeit_Sommer,-1.663
monat_jahreszeit_Winter,0.573
kohorte_jahreszeit_Herbst,2.214
kohorte_jahreszeit_Sommer,2.297
kohorte_jahreszeit_Winter,-2.264
