Name,Coefficient
Intercept,50.209
monat_monat_10,3.056
monat_monat_11,1.958
monat_monat_12,3.516
monat_monat_2,1.374
monat_monat_3,2.842
monat_monat_4,0.792
monat_monat_5,0.161
monat_monat_6,-1.178
monat_monat_7,-1.022
monat_monat_8,-2.635
monat_monat_9,0.488
kohorte_monat_10,9.36
kohorte_monat_11,2.02
kohorte_monat_12,-1.118
kohorte_monat_2,-0.938
kohorte_monat_3,0.287
kohorte_monat_4,1.645
kohorte_monat_5,2.735
kohorte_monat_6,-0.127
kohorte_monat_7,1.676
kohorte_monat_8,17.273
kohorte_monat_9,13.389
