Name,Coefficient
Intercept,56.841
monate_seit_einfuehrung_programm_kohorte,-0.293
rabatt_indexiert,0.01
kohorte_monat_10,-1.85
kohorte_monat_11,-3.793
kohorte_monat_12,-1.455
kohorte_monat_2,-0.498
kohorte_monat_3,-2.188
kohorte_monat_4,-0.405
kohorte_monat_5,0.883
kohorte_monat_6,-4.871
kohorte_monat_7,-2.965
kohorte_monat_8,10.616
kohorte_monat_9,7.642
monat_jahreszeit_Herbst,0.121
monat_jahreszeit_Sommer,-2.324
monat_jahreszeit_Winter,0.357
kohorte_jahreszeit_Herbst,1.999
kohorte_jahreszeit_Sommer,2.78
kohorte_jahreszeit_Winter,-3.068
