Name,Coefficient
Intercept,57.977
erster_monat_kohorte_fg,51.006
monate_seit_einfuehrung_programm_kohorte,-0.597
monat_monat_1,-1.271
monat_monat_10,0.27
monat_monat_11,1.424
monat_monat_12,1.734
monat_monat_2,0.293
monat_monat_3,1.072
monat_monat_4,-0.002
monat_monat_5,-0.623
monat_monat_6,0.776
monat_monat_7,0.291
monat_monat_8,-1.935
monat_monat_9,-2.029
kohorte_monat_1,-3.208
kohorte_monat_10,4.086
kohorte_monat_11,-1.984
kohorte_monat_12,-4.563
kohorte_monat_2,-3.579
kohorte_monat_3,-3.378
kohorte_monat_4,-1.617
kohorte_monat_5,-0.163
kohorte_monat_6,-2.395
kohorte_monat_7,-2.231
kohorte_monat_8,10.564
kohorte_monat_9,8.467
monat_jahreszeit_Frühling,0.447
monat_jahreszeit_Herbst,-0.335
monat_jahreszeit_Sommer,-0.868
monat_jahreszeit_Winter,0.756
