Name,Coefficient
Intercept,57.96
erster_monat_kohorte_fg,50.907
monate_seit_einfuehrung_programm_kohorte,-0.598
kohorte_monat_1,-3.254
kohorte_monat_10,4.102
kohorte_monat_11,-1.972
kohorte_monat_12,-4.563
kohorte_monat_2,-3.627
kohorte_monat_3,-3.308
kohorte_monat_4,-1.657
kohorte_monat_5,-0.207
kohorte_monat_6,-2.312
kohorte_monat_7,-2.223
kohorte_monat_8,10.475
kohorte_monat_9,8.547
monat_jahreszeit_Frühling,0.54
monat_jahreszeit_Herbst,-0.429
monat_jahreszeit_Sommer,-1.172
monat_jahreszeit_Winter,1.062
