Name,Coefficient
Intercept,3.875
erster_monat_kohorte_fg,0.665
rabatt_indexiert,0.0
monat_monat_10,0.014
monat_monat_11,0.016
monat_monat_12,0.051
monat_monat_2,0.023
monat_monat_3,0.028
monat_monat_4,0.007
monat_monat_5,-0.003
monat_monat_6,-0.018
monat_monat_7,-0.022
monat_monat_8,-0.065
monat_monat_9,-0.023
kohorte_monat_10,0.014
kohorte_monat_11,0.03
kohorte_monat_12,-0.028
kohorte_monat_2,-0.025
kohorte_monat_3,-0.012
kohorte_monat_4,0.004
kohorte_monat_5,0.023
kohorte_monat_6,-0.017
kohorte_monat_7,-0.018
kohorte_monat_8,0.256
kohorte_monat_9,0.194
