Name,Coefficient
Intercept,50.672
erster_monat_kohorte_fg,47.507
rabatt_indexiert,0.014
monat_monat_1,-1.101
monat_monat_10,0.677
monat_monat_11,0.747
monat_monat_12,1.86
monat_monat_2,0.171
monat_monat_3,0.881
monat_monat_4,-0.104
monat_monat_5,-0.467
monat_monat_6,0.333
monat_monat_7,0.305
monat_monat_8,-1.968
monat_monat_9,-1.335
kohorte_monat_1,-2.307
kohorte_monat_10,-1.466
kohorte_monat_11,-0.858
kohorte_monat_12,-3.684
kohorte_monat_2,-3.535
kohorte_monat_3,-2.864
kohorte_monat_4,-2.087
kohorte_monat_5,-1.132
kohorte_monat_6,-3.083
kohorte_monat_7,-3.157
kohorte_monat_8,14.258
kohorte_monat_9,9.915
monat_jahreszeit_Frühling,0.31
monat_jahreszeit_Herbst,0.09
monat_jahreszeit_Sommer,-1.329
monat_jahreszeit_Winter,0.929
