Name,Coefficient
Intercept,-4823938419.954
erster_monat_kohorte_fg,50.757
monate_seit_einfuehrung_programm_kohorte,-0.542
rabatt_indexiert,0.008
monat_monat_1,670697831.047
monat_monat_10,-5518596208.001
monat_monat_11,-5518596207.231
monat_monat_12,670697833.696
monat_monat_2,670697832.545
monat_monat_3,2046486297.682
monat_monat_4,2046486296.77
monat_monat_5,2046486296.211
monat_monat_6,1042060572.469
monat_monat_7,1042060572.097
monat_monat_8,1042060569.984
monat_monat_9,-5518596210.283
kohorte_monat_1,-11499567563.221
kohorte_monat_10,110374397.119
kohorte_monat_11,110374394.964
kohorte_monat_12,-11499567564.721
kohorte_monat_2,-11499567563.644
kohorte_monat_3,3022072277.161
kohorte_monat_4,3022072278.822
kohorte_monat_5,3022072280.255
kohorte_monat_6,3322969845.025
kohorte_monat_7,3322969845.17
kohorte_monat_8,3322969858.513
kohorte_monat_9,110374405.466
monat_jahreszeit_Frühling,-1705997748.25
monat_jahreszeit_Herbst,5859084756.102
monat_jahreszeit_Sommer,-701572024.58
monat_jahreszeit_Winter,-330209283.317
kohorte_jahreszeit_Frühling,1461377648.487
kohorte_jahreszeit_Herbst,4373075531.787
kohorte_jahreszeit_Sommer,1160480081.47
kohorte_jahreszeit_Winter,15983017488.971
