Name,Coefficient
Intercept,57.96
erster_monat_kohorte_fg,50.907
monate_seit_einfuehrung_programm_kohorte,-0.598
kohorte_monat_1,-0.393
kohorte_monat_10,1.432
kohorte_monat_11,-4.641
kohorte_monat_12,-1.702
kohorte_monat_2,-0.766
kohorte_monat_3,-2.015
kohorte_monat_4,-0.364
kohorte_monat_5,1.086
kohorte_monat_6,-3.797
kohorte_monat_7,-3.708
kohorte_monat_8,8.99
kohorte_monat_9,5.878
monat_jahreszeit_Frühling,0.54
monat_jahreszeit_Herbst,-0.429
monat_jahreszeit_Sommer,-1.172
monat_jahreszeit_Winter,1.062
kohorte_jahreszeit_Frühling,-1.293
kohorte_jahreszeit_Herbst,2.669
kohorte_jahreszeit_Sommer,1.485
kohorte_jahreszeit_Winter,-2.861
