Name,Coefficient
Intercept,57.977
erster_monat_kohorte_fg,51.006
monate_seit_einfuehrung_programm_kohorte,-0.597
monat_monat_1,-0.515
monat_monat_10,-0.065
monat_monat_11,1.09
monat_monat_12,2.489
monat_monat_2,1.048
monat_monat_3,1.519
monat_monat_4,0.445
monat_monat_5,-0.176
monat_monat_6,-0.092
monat_monat_7,-0.577
monat_monat_8,-2.803
monat_monat_9,-2.363
kohorte_monat_1,-0.371
kohorte_monat_10,1.444
kohorte_monat_11,-4.626
kohorte_monat_12,-1.726
kohorte_monat_2,-0.741
kohorte_monat_3,-2.089
kohorte_monat_4,-0.327
kohorte_monat_5,1.126
kohorte_monat_6,-3.88
kohorte_monat_7,-3.715
kohorte_monat_8,9.08
kohorte_monat_9,5.825
kohorte_jahreszeit_Frühling,-1.289
kohorte_jahreszeit_Herbst,2.642
kohorte_jahreszeit_Sommer,1.485
kohorte_jahreszeit_Winter,-2.837
