Name,Coefficient
Intercept,57.723
erster_monat_kohorte_fg,50.907
monate_seit_einfuehrung_programm_kohorte,-0.598
kohorte_monat_10,1.627
kohorte_monat_11,-4.447
kohorte_monat_12,-1.309
kohorte_monat_2,-0.374
kohorte_monat_3,-2.532
kohorte_monat_4,-0.881
kohorte_monat_5,0.57
kohorte_monat_6,-3.603
kohorte_monat_7,-3.514
kohorte_monat_8,9.184
kohorte_monat_9,6.072
monat_jahreszeit_Herbst,-0.969
monat_jahreszeit_Sommer,-1.712
monat_jahreszeit_Winter,0.522
kohorte_jahreszeit_Herbst,3.252
kohorte_jahreszeit_Sommer,2.067
kohorte_jahreszeit_Winter,-2.477
