Name,Coefficient
Intercept,-60940546720485.586
erster_monat_kohorte_fg,47.323
kohorte_monat_10,117647256550098.78
kohorte_monat_11,117647256550091.52
kohorte_monat_12,-1.115
kohorte_monat_2,-1.297
kohorte_monat_3,60940546720534.26
kohorte_monat_4,60940546720534.875
kohorte_monat_5,60940546720535.58
kohorte_monat_6,-175374237476300.16
kohorte_monat_7,-175374237476300.38
kohorte_monat_8,-175374237476283.44
kohorte_monat_9,117647256550102.81
monat_jahreszeit_Herbst,-0.007
monat_jahreszeit_Sommer,-2.26
monat_jahreszeit_Winter,0.931
kohorte_jahreszeit_Herbst,-56706709829554.84
kohorte_jahreszeit_Sommer,236314784196834.3
kohorte_jahreszeit_Winter,60940546720534.89
