Name,Coefficient
Intercept,3.949
erster_monat_kohorte_fg,0.725
monate_seit_einfuehrung_programm_kohorte,-0.01
rabatt_indexiert,0.009
monat_monat_10,0.003
monat_monat_11,0.023
monat_monat_12,0.048
monat_monat_2,0.025
monat_monat_3,0.036
monat_monat_4,0.015
monat_monat_5,0.003
monat_monat_6,0.002
monat_monat_7,-0.009
monat_monat_8,-0.049
monat_monat_9,-0.037
kohorte_monat_10,0.113
kohorte_monat_11,0.022
kohorte_monat_12,-0.03
kohorte_monat_2,-0.01
kohorte_monat_3,-0.002
kohorte_monat_4,0.03
kohorte_monat_5,0.058
kohorte_monat_6,0.012
kohorte_monat_7,0.015
kohorte_monat_8,0.22
kohorte_monat_9,0.18
