Name,Coefficient
Intercept,53.525
erster_monat_kohorte_fg,50.757
monate_seit_einfuehrung_programm_kohorte,-0.542
rabatt_indexiert,0.008
monat_monat_10,0.372
monat_monat_11,1.142
monat_monat_12,2.649
monat_monat_2,1.498
monat_monat_3,1.703
monat_monat_4,0.791
monat_monat_5,0.232
monat_monat_6,0.16
monat_monat_7,-0.212
monat_monat_8,-2.325
monat_monat_9,-1.91
kohorte_monat_10,3.156
kohorte_monat_11,1.001
kohorte_monat_12,-1.499
kohorte_monat_2,-0.423
kohorte_monat_3,-0.102
kohorte_monat_4,1.559
kohorte_monat_5,2.992
kohorte_monat_6,0.745
kohorte_monat_7,0.89
kohorte_monat_8,14.233
kohorte_monat_9,11.503
