Name,Coefficient
Intercept,16279666008080.258
erster_monat_kohorte_fg,0.662
monat_monat_10,0.022
monat_monat_11,0.042
monat_monat_12,0.082
monat_monat_2,0.025
monat_monat_3,0.038
monat_monat_4,0.004
monat_monat_5,-0.01
monat_monat_6,-0.026
monat_monat_7,-0.019
monat_monat_8,-0.068
monat_monat_9,-0.04
kohorte_monat_10,-22552406614460.152
kohorte_monat_11,-22552406614460.29
kohorte_monat_12,-0.02
kohorte_monat_2,-0.033
kohorte_monat_3,-16279666008076.387
kohorte_monat_4,-16279666008076.37
kohorte_monat_5,-16279666008076.357
kohorte_monat_6,13852530828290.262
kohorte_monat_7,13852530828290.262
kohorte_monat_8,13852530828290.52
kohorte_monat_9,-22552406614460.12
kohorte_jahreszeit_Herbst,6272740606383.94
kohorte_jahreszeit_Sommer,-30132196836366.65
kohorte_jahreszeit_Winter,-16279666008076.377
