Name,Coefficient
Intercept,4.018
erster_monat_kohorte_fg,0.72
monate_seit_einfuehrung_programm_kohorte,-0.009
rabatt_indexiert,0.0
kohorte_monat_10,-0.022
kohorte_monat_11,-0.051
kohorte_monat_12,-0.03
kohorte_monat_2,-0.011
kohorte_monat_3,-0.039
kohorte_monat_4,-0.01
kohorte_monat_5,0.017
kohorte_monat_6,-0.057
kohorte_monat_7,-0.056
kohorte_monat_8,0.145
kohorte_monat_9,0.109
monat_jahreszeit_Herbst,-0.02
monat_jahreszeit_Sommer,-0.036
monat_jahreszeit_Winter,0.01
kohorte_jahreszeit_Herbst,0.037
kohorte_jahreszeit_Sommer,0.032
kohorte_jahreszeit_Winter,-0.037
