Name,Coefficient
Intercept,3.937
rabatt_indexiert,0.0
monat_monat_10,0.04
monat_monat_11,0.017
monat_monat_12,0.048
monat_monat_2,0.023
monat_monat_3,0.04
monat_monat_4,0.009
monat_monat_5,-0.003
monat_monat_6,-0.027
monat_monat_7,-0.027
monat_monat_8,-0.057
monat_monat_9,-0.005
kohorte_monat_10,-0.045
kohorte_monat_11,-0.045
kohorte_monat_12,-0.029
kohorte_monat_2,-0.02
kohorte_monat_3,-0.036
kohorte_monat_4,-0.013
kohorte_monat_5,0.009
kohorte_monat_6,-0.087
kohorte_monat_7,-0.061
kohorte_monat_8,0.19
kohorte_monat_9,0.127
kohorte_jahreszeit_Herbst,0.037
kohorte_jahreszeit_Sommer,0.042
kohorte_jahreszeit_Winter,-0.039
